City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
285,Sept-Iles,CA,50.2001,-66.3821,46.06,60,75,5.99,broken clouds
286,Humaita,BR,-7.5061,-63.0208,73.94,98,100,1.81,overcast clouds
287,Skara,SE,58.3866,13.4384,47.43,79,5,1.01,clear sky
288,Aberdeen,GB,57.1437,-2.0981,44.65,96,100,1.14,overcast clouds
289,Hami,CN,42.8,93.45,78.46,5,28,9.48,scattered clouds
290,Isangel,VU,-19.55,169.2667,77.18,62,55,11.1,broken clouds
291,Victoria Point,AU,-27.5833,153.3,81.18,95,23,1.99,few clouds
292,Santo Domingo,DO,18.5001,-69.9886,79.03,80,100,3.0,overcast clouds
293,Nabire,ID,-3.3667,135.4833,85.73,66,77,4.68,broken clouds
294,Pakxe,LA,15.1167,105.7833,87.94,79,40,4.61,scattered clouds
295,Puerto Suarez,BO,-18.95,-57.8,70.32,93,55,4.43,broken clouds
296,Ankpa,NG,7.3706,7.6253,71.19,96,53,3.94,broken clouds
297,Lavrentiya,RU,65.5833,-171.0,33.24,98,100,5.44,overcast clouds
298,San Patricio,US,28.017,-97.5169,81.84,90,0,10.51,clear sky
299,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,87,75,15.66,light rain
300,Bayir,TR,37.2687,28.2167,54.12,69,81,5.46,broken clouds
301,Namibe,AO,-15.1961,12.1522,70.3,67,0,3.47,clear sky
302,Chapais,CA,49.7834,-74.8492,56.98,90,100,6.38,overcast clouds
303,Carnarvon,AU,-24.8667,113.6333,73.08,31,0,14.81,clear sky
304,Circleville,US,39.6006,-82.946,64.54,100,40,5.75,scattered clouds
305,Khandyga,RU,62.6667,135.6,42.31,70,99,9.31,overcast clouds
306,Sioux Lookout,CA,50.1001,-91.917,46.47,76,100,5.75,overcast clouds
307,Port Hardy,CA,50.6996,-127.4199,50.0,87,100,12.66,overcast clouds
308,Barcelos,PT,41.5388,-8.6151,62.92,91,91,11.21,overcast clouds
309,Karratha,AU,-20.7377,116.8463,83.75,38,0,17.9,clear sky
310,Kalangala,UG,-0.3089,32.225,67.35,71,63,6.82,light rain
311,Aguacatan,GT,15.3431,-91.3117,69.53,45,100,9.22,overcast clouds
312,Ternate,ID,0.8,127.4,81.77,79,81,11.83,light rain
313,Bud,US,39.447,-86.1758,64.4,95,99,4.34,overcast clouds
314,Udachnyy,RU,66.4167,112.4,38.14,97,100,1.88,overcast clouds
315,Menongue,AO,-14.6585,17.691,54.57,68,2,4.81,clear sky
316,Alice Springs,AU,-23.7,133.8833,76.55,38,2,9.22,clear sky
317,Blagoyevo,RU,63.3667,47.9167,54.66,74,100,3.76,overcast clouds
318,Taoudenni,ML,22.6783,-3.9836,79.0,9,13,11.79,few clouds
319,Lexington Park,US,38.2668,-76.4538,64.65,97,100,0.0,fog
320,Riohacha,CO,11.5444,-72.9072,80.35,80,100,8.72,overcast clouds
321,Hohhot,CN,40.8106,111.6522,66.49,12,40,13.42,scattered clouds
322,Bonavista,CA,48.6499,-53.1147,33.73,74,19,2.37,few clouds
323,Nhulunbuy,AU,-12.2333,136.7667,86.61,51,13,9.22,few clouds
324,Arlit,NE,18.7369,7.3853,80.44,17,1,10.04,clear sky
325,Requena,ES,39.4883,-1.1004,50.52,63,4,1.52,clear sky
326,Baiyin,CN,36.5583,104.2081,56.98,33,98,6.22,overcast clouds
327,Dandong,CN,40.1292,124.3947,69.73,28,9,9.86,clear sky
328,Bonthe,SL,7.5264,-12.505,75.88,90,93,2.95,overcast clouds
329,Batsfjord,NO,70.6345,29.7185,40.78,70,33,3.44,scattered clouds
330,Fairbanks,US,64.8378,-147.7164,48.6,65,75,8.05,shower rain
331,Jalingo,NG,8.8833,11.3667,79.45,72,90,3.98,overcast clouds
332,Lorengau,PG,-2.0226,147.2712,85.05,64,91,8.28,overcast clouds
333,Paracuru,BR,-3.41,-39.0306,82.11,90,94,9.66,overcast clouds
334,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.33,99,99,0.78,overcast clouds
335,Maceio,BR,-9.6658,-35.7353,74.64,88,75,3.44,mist
336,Balotra,IN,25.8333,72.2333,98.15,25,0,21.99,clear sky
337,Mancio Lima,BR,-7.6142,-72.8958,71.71,97,21,0.67,few clouds
338,Tirat Karmel,IL,32.7617,34.9719,71.15,80,20,3.44,light rain
339,Quatre Cocos,MU,-20.2078,57.7625,78.1,75,16,13.4,few clouds
340,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,53.69,92,0,5.26,clear sky
341,Gamboma,CG,-1.8764,15.8644,72.28,93,100,0.47,overcast clouds
342,Clyde River,CA,70.4692,-68.5914,14.23,79,0,5.75,clear sky
343,Curup,ID,-3.4667,102.5333,84.51,66,23,3.18,few clouds
344,Bontang,ID,0.1333,117.5,85.03,70,56,8.9,light rain
